Date,MaxTemp,MinTemp,MeanTemp
1942/7/1,25.55555556,22.22222222,23.88888889
1942/7/2,28.88888889,21.66666667,25.55555556
1942/7/3,26.11111111,22.22222222,24.44444444
1942/7/4,26.66666667,22.22222222,24.44444444
1942/7/5,26.66666667,21.66666667,24.44444444
1942/7/6,26.66666667,21.66666667,24.44444444
1942/7/7,28.33333333,22.77777778,25.55555556
1942/7/8,26.66666667,22.22222222,24.44444444
1942/7/9,27.22222222,22.77777778,25
1942/7/10,25.55555556,21.66666667,23.33333333
1942/7/11,25.55555556,21.66666667,23.33333333
1942/7/12,24.44444444,22.22222222,23.33333333
1942/7/13,26.11111111,21.66666667,23.88888889
1942/7/14,26.11111111,22.22222222,24.44444444
1942/7/15,25.55555556,22.77777778,24.44444444
1942/7/16,26.11111111,21.11111111,23.33333333
1942/7/17,28.33333333,22.22222222,25.55555556
1942/7/18,26.66666667,21.11111111,23.88888889
1942/7/19,27.77777778,21.66666667,24.44444444
1942/7/20,26.11111111,20,23.33333333
1942/7/21,24.44444444,21.66666667,23.33333333
1942/7/22,24.44444444,21.11111111,22.77777778
1942/7/23,26.66666667,20.55555556,23.33333333
1942/7/24,27.22222222,18.88888889,23.33333333
1942/7/25,27.22222222,19.44444444,23.33333333
1942/7/26,25.55555556,19.44444444,22.22222222
1942/7/27,25.55555556,19.44444444,22.77777778
1942/7/28,26.66666667,19.44444444,23.33333333
1942/7/29,26.66666667,19.44444444,23.33333333
1942/7/30,27.22222222,19.44444444,23.33333333
1942/7/31,27.22222222,19.44444444,23.33333333
1942/8/1,26.11111111,20,23.33333333
1942/8/2,24.44444444,20.55555556,22.22222222
1942/8/3,24.44444444,20.55555556,22.22222222
1942/8/4,26.66666667,21.11111111,23.88888889
1942/8/5,26.66666667,21.11111111,23.88888889
1942/8/6,24.44444444,21.66666667,23.33333333
1942/8/7,24.44444444,21.11111111,22.77777778
1942/8/8,26.11111111,20.55555556,23.33333333
1942/8/9,26.11111111,20.55555556,23.33333333
1942/8/10,27.22222222,21.66666667,24.44444444
1942/8/11,25,21.66666667,23.33333333
1942/8/12,25.55555556,20.55555556,23.33333333
1942/8/13,25.55555556,20.55555556,23.33333333
1942/8/14,25.55555556,20,22.77777778
1942/8/15,25.55555556,17.77777778,21.66666667
1942/8/16,25.55555556,19.44444444,22.22222222
1942/8/17,25.55555556,20,22.77777778
1942/8/18,26.11111111,20.55555556,23.33333333
1942/8/19,27.77777778,20.55555556,24.44444444
1942/8/20,23.88888889,20.55555556,22.22222222
1942/8/21,32.77777778,20,23.33333333
1942/8/22,27.22222222,20.55555556,23.33333333
1942/8/23,25,20.55555556,22.77777778
1942/8/24,27.77777778,20.55555556,24.44444444
1942/8/25,26.66666667,20,23.33333333
1942/8/26,27.22222222,20.55555556,23.88888889
1942/8/27,27.22222222,20.55555556,23.88888889
1942/8/28,27.22222222,20.55555556,23.88888889
1942/8/29,25,21.11111111,23.33333333
1942/8/30,27.22222222,20.55555556,23.88888889
1942/8/31,27.22222222,21.11111111,23.88888889
1942/9/1,27.22222222,21.11111111,24.44444444
1942/9/2,27.22222222,22.22222222,25
1942/9/3,27.22222222,21.11111111,24.44444444
1942/9/4,27.22222222,21.11111111,24.44444444
1942/9/5,27.22222222,22.22222222,24.44444444
1942/9/6,26.66666667,22.22222222,24.44444444
1942/9/7,26.66666667,21.66666667,24.44444444
1942/9/8,27.22222222,21.11111111,24.44444444
1942/9/9,26.66666667,21.66666667,24.44444444
1942/9/10,28.33333333,21.11111111,24.44444444
1942/9/11,26.11111111,21.11111111,23.33333333
1942/9/12,27.22222222,21.66666667,24.44444444
1942/9/13,27.22222222,21.66666667,24.44444444
1942/9/14,27.77777778,22.77777778,25.55555556
1942/9/15,27.77777778,22.77777778,25.55555556
1942/9/16,30,21.66666667,25.55555556
1942/9/17,27.77777778,22.22222222,25
1942/9/18,31.11111111,21.11111111,26.11111111
1942/9/19,34.44444444,22.22222222,28.33333333
1942/9/20,30.55555556,21.66666667,26.11111111
1942/9/21,29.44444444,22.22222222,26.11111111
1942/9/22,30.55555556,22.22222222,26.66666667
1942/9/23,26.11111111,23.33333333,25
1942/9/24,25.55555556,22.22222222,23.88888889
1942/9/25,30.55555556,21.66666667,26.11111111
1942/9/26,31.66666667,22.22222222,27.22222222
1942/9/27,31.66666667,21.11111111,26.66666667
1942/9/28,32.22222222,20.55555556,26.11111111
1942/9/29,27.77777778,22.22222222,25
1942/9/30,29.44444444,22.22222222,26.11111111
1942/10/1,31.11111111,23.33333333,27.22222222
1942/10/2,31.11111111,22.77777778,27.22222222
1942/10/3,31.11111111,22.22222222,26.66666667
1942/10/4,27.22222222,21.11111111,23.88888889
1942/10/5,31.11111111,22.22222222,26.66666667
1942/10/6,29.44444444,22.22222222,25.55555556
1942/10/7,29.44444444,22.77777778,26.11111111
1942/10/8,28.88888889,20.55555556,25
1942/10/9,31.11111111,22.22222222,26.66666667
1942/10/10,30.55555556,22.22222222,26.66666667
1942/10/11,27.77777778,21.11111111,24.44444444
1942/10/12,30.55555556,21.11111111,25.55555556
1942/10/13,30,22.77777778,26.11111111
1942/10/14,27.22222222,22.22222222,24.44444444
1942/10/15,30.55555556,21.11111111,25.55555556
1942/10/16,30.55555556,22.22222222,26.11111111
1942/10/17,28.88888889,21.66666667,25.55555556
1942/10/18,30,22.22222222,26.11111111
1942/10/19,30,21.66666667,26.11111111
1942/10/20,29.44444444,22.22222222,26.11111111
1942/10/21,28.88888889,22.22222222,25.55555556
1942/10/22,30,22.22222222,25.55555556
1942/10/23,30.55555556,22.77777778,26.66666667
1942/10/24,30.55555556,22.22222222,26.11111111
1942/10/25,31.11111111,22.22222222,26.66666667
1942/10/26,31.11111111,22.22222222,26.66666667
1942/10/27,31.66666667,22.77777778,27.22222222
1942/10/28,31.11111111,22.22222222,26.66666667
1942/10/29,32.22222222,21.11111111,26.66666667
1942/10/30,31.66666667,21.66666667,26.66666667
1942/10/31,30.55555556,20.55555556,25.55555556
1942/11/1,31.11111111,23.33333333,27.22222222
1942/11/2,31.66666667,22.22222222,26.66666667
1942/11/3,31.11111111,22.22222222,26.66666667
1942/11/4,30.55555556,22.77777778,26.66666667
1942/11/5,31.66666667,22.22222222,26.66666667
1942/11/6,32.77777778,22.22222222,27.77777778
1942/11/7,31.66666667,23.33333333,27.77777778
1942/11/8,31.11111111,22.77777778,26.66666667
1942/11/9,31.66666667,22.77777778,27.22222222
1942/11/10,32.77777778,22.77777778,27.77777778
1942/11/11,32.22222222,23.33333333,27.77777778
1942/11/12,32.22222222,22.77777778,27.77777778
1942/11/13,32.22222222,22.77777778,27.77777778
1942/11/14,32.22222222,22.77777778,27.77777778
1942/11/15,32.22222222,22.77777778,27.77777778
1942/11/16,32.22222222,22.77777778,27.77777778
1942/11/17,32.77777778,23.33333333,27.77777778
1942/11/18,31.66666667,23.33333333,27.77777778
1942/11/19,31.66666667,22.77777778,27.22222222
1942/11/20,31.66666667,23.33333333,27.77777778
1942/11/21,32.22222222,22.77777778,27.77777778
1942/11/22,31.66666667,21.11111111,26.66666667
1942/11/23,32.77777778,23.33333333,27.77777778
1942/11/24,32.22222222,23.33333333,27.77777778
1942/11/25,33.33333333,23.33333333,28.33333333
1942/11/26,32.22222222,22.22222222,27.22222222
1942/11/27,32.77777778,21.66666667,27.22222222
1942/11/28,31.11111111,21.66666667,26.66666667
1942/11/29,32.22222222,22.77777778,27.77777778
1942/11/30,32.77777778,23.33333333,27.77777778
1942/12/1,32.22222222,22.22222222,27.22222222
1942/12/2,32.77777778,23.33333333,27.77777778
1942/12/3,31.66666667,19.44444444,25.55555556
1942/12/4,31.11111111,22.22222222,26.66666667
1942/12/5,31.66666667,22.22222222,26.66666667
1942/12/6,31.66666667,22.22222222,26.66666667
1942/12/7,31.11111111,21.66666667,26.66666667
1942/12/8,32.22222222,22.22222222,27.22222222
1942/12/9,32.77777778,23.88888889,28.33333333
1942/12/10,32.77777778,20,26.66666667
1942/12/11,29.44444444,20,24.44444444
1942/12/12,26.66666667,19.44444444,23.33333333
1942/12/13,30.55555556,20.55555556,25.55555556
1942/12/14,31.11111111,22.77777778,26.66666667
1942/12/15,31.11111111,22.22222222,26.66666667
1942/12/16,30.55555556,22.22222222,26.66666667
1942/12/17,31.11111111,22.77777778,26.66666667
1942/12/18,30.55555556,22.77777778,26.66666667
1942/12/19,31.11111111,21.66666667,26.66666667
1942/12/20,31.11111111,22.77777778,26.66666667
1942/12/21,33.88888889,18.88888889,26.66666667
1942/12/22,31.11111111,18.88888889,25
1942/12/23,32.22222222,21.66666667,26.66666667
1942/12/24,32.22222222,22.22222222,27.22222222
1942/12/25,32.22222222,18.88888889,25.55555556
1942/12/26,32.22222222,21.11111111,26.66666667
1942/12/27,32.77777778,17.22222222,25
1942/12/28,30.55555556,16.11111111,23.33333333
1942/12/29,32.22222222,16.66666667,24.44444444
1942/12/30,32.22222222,18.33333333,25.55555556
1942/12/31,31.11111111,22.22222222,26.66666667
1943/1/1,31.11111111,21.11111111,26.11111111
1943/1/2,30.55555556,23.33333333,26.66666667
1943/1/3,29.44444444,21.11111111,25.55555556
1943/1/4,30,21.11111111,25.55555556
1943/1/5,30.55555556,20,25.55555556
1943/1/6,31.66666667,21.11111111,26.66666667
1943/1/7,32.22222222,20.55555556,26.66666667
1943/1/8,31.66666667,22.22222222,26.66666667
1943/1/9,30.55555556,23.33333333,26.66666667
1943/1/10,33.33333333,21.66666667,27.77777778
1943/1/11,30.55555556,21.66666667,26.11111111
1943/1/12,31.11111111,19.44444444,25.55555556
1943/1/13,31.66666667,21.66666667,26.66666667
1943/1/14,32.77777778,22.22222222,27.77777778
1943/1/15,31.11111111,23.33333333,27.22222222
1943/1/16,31.66666667,23.33333333,27.77777778
1943/1/17,31.11111111,22.22222222,26.66666667
1943/1/18,32.22222222,22.77777778,27.77777778
1943/1/19,31.66666667,23.33333333,27.77777778
1943/1/20,33.33333333,22.77777778,27.77777778
1943/1/21,32.22222222,24.44444444,28.33333333
1943/1/22,31.66666667,22.22222222,26.66666667
1943/1/23,30.55555556,23.33333333,26.66666667
1943/1/24,31.11111111,22.77777778,26.66666667
1943/1/25,29.44444444,21.66666667,25.55555556
1943/1/26,30,20,25
1943/1/27,31.11111111,22.77777778,26.66666667
1943/1/28,31.11111111,22.77777778,26.66666667
1943/1/29,31.66666667,23.88888889,27.77777778
1943/1/30,31.11111111,22.22222222,26.66666667
1943/1/31,29.44444444,23.33333333,26.66666667
1943/2/1,31.11111111,21.66666667,26.66666667
1943/2/2,30.55555556,22.22222222,26.66666667
1943/2/3,31.11111111,22.22222222,26.66666667
1943/2/4,32.77777778,22.22222222,27.77777778
1943/2/5,31.11111111,23.33333333,27.22222222
1943/2/6,31.66666667,23.33333333,27.77777778
1943/2/7,34.44444444,22.77777778,28.88888889
1943/2/8,32.77777778,21.11111111,26.66666667
1943/2/9,34.44444444,24.44444444,29.44444444
1943/2/10,32.77777778,23.88888889,28.33333333
1943/2/11,32.77777778,23.88888889,28.33333333
1943/2/12,30.55555556,24.44444444,27.22222222
1943/2/13,31.11111111,23.88888889,27.22222222
1943/2/14,31.11111111,24.44444444,27.77777778
1943/2/15,32.22222222,25,28.33333333
1943/2/16,31.66666667,22.22222222,26.66666667
1943/2/17,28.33333333,22.22222222,25.55555556
1943/2/18,31.11111111,22.77777778,26.66666667
1943/2/19,31.11111111,22.77777778,26.66666667
1943/2/20,32.22222222,22.77777778,27.77777778
1943/2/21,31.66666667,20,25.55555556
1943/2/22,31.11111111,22.22222222,26.66666667
1943/2/23,31.11111111,23.33333333,27.22222222
1943/2/24,31.11111111,23.33333333,27.22222222
1943/2/25,31.11111111,22.77777778,26.66666667
1943/2/26,31.66666667,21.66666667,26.66666667
1943/2/27,31.11111111,22.77777778,26.66666667
1943/2/28,31.66666667,23.33333333,27.77777778
1943/3/1,31.66666667,23.33333333,27.77777778
1943/3/2,32.77777778,23.33333333,27.77777778
1943/3/3,32.22222222,23.33333333,27.77777778
1943/3/4,32.22222222,23.88888889,27.77777778
1943/3/5,31.66666667,24.44444444,27.77777778
1943/3/6,32.22222222,23.88888889,27.77777778
1943/3/7,32.22222222,23.88888889,27.77777778
1943/3/8,32.22222222,23.33333333,27.77777778
1943/3/9,31.66666667,23.88888889,27.77777778
1943/3/10,32.22222222,23.88888889,27.77777778
1943/3/11,32.22222222,24.44444444,28.33333333
1943/3/12,31.66666667,23.33333333,27.77777778
1943/3/13,28.88888889,21.66666667,25.55555556
1943/3/14,32.22222222,22.22222222,27.22222222
1943/3/15,35,23.33333333,28.88888889
1943/3/16,30.55555556,22.22222222,26.66666667
1943/3/17,32.22222222,22.22222222,27.22222222
1943/3/18,31.11111111,22.77777778,26.66666667
1943/3/19,28.33333333,23.33333333,25.55555556
1943/3/20,31.11111111,21.11111111,26.11111111
1943/3/21,30.55555556,20.55555556,25.55555556
1943/3/22,30.55555556,21.11111111,25.55555556
1943/3/23,30.55555556,22.22222222,26.66666667
1943/3/24,30.55555556,21.66666667,26.11111111
1943/3/25,29.44444444,20.55555556,25
1943/3/26,30,21.66666667,25.55555556
1943/3/27,30,21.66666667,25.55555556
1943/3/28,31.66666667,22.22222222,27.22222222
1943/3/29,31.66666667,21.66666667,26.66666667
1943/3/30,34.44444444,21.66666667,27.77777778
1943/3/31,31.66666667,21.66666667,26.66666667
1943/4/1,30.55555556,21.66666667,26.11111111
1943/4/2,30,21.66666667,26.11111111
1943/4/3,31.11111111,22.22222222,26.66666667
1943/4/4,31.66666667,22.22222222,26.66666667
1943/4/5,32.22222222,22.22222222,27.22222222
1943/4/6,30.55555556,21.11111111,26.11111111
1943/4/7,27.77777778,22.22222222,25
1943/4/8,31.11111111,20.55555556,26.11111111
1943/4/9,31.11111111,22.77777778,26.66666667
1943/4/10,31.11111111,23.33333333,27.22222222
1943/4/11,32.22222222,23.88888889,27.77777778
1943/4/12,32.22222222,22.22222222,27.22222222
1943/4/13,31.11111111,24.44444444,27.77777778
1943/4/14,31.11111111,23.33333333,27.22222222
1943/4/15,30,21.66666667,25.55555556
1943/4/16,31.66666667,23.33333333,27.22222222
1943/4/17,30.55555556,23.88888889,27.22222222
1943/4/18,31.11111111,23.88888889,27.22222222
1943/4/19,31.66666667,23.88888889,27.77777778
1943/4/20,31.66666667,22.77777778,27.22222222
1943/4/21,31.11111111,23.33333333,27.22222222
1943/4/22,31.11111111,23.33333333,27.22222222
1943/4/23,31.66666667,25.55555556,28.33333333
1943/4/24,32.77777778,22.77777778,27.77777778
1943/4/25,31.66666667,24.44444444,27.77777778
1943/4/26,30,22.77777778,26.11111111
1943/4/27,31.66666667,23.33333333,27.22222222
1943/4/28,31.11111111,24.44444444,27.77777778
1943/4/29,31.11111111,24.44444444,27.77777778
1943/4/30,32.22222222,23.88888889,27.77777778
1943/5/1,30,20,25
1943/5/2,30,21.11111111,25.55555556
1943/5/3,30,22.22222222,26.11111111
1943/5/4,31.66666667,20.55555556,26.11111111
1943/5/5,31.66666667,22.22222222,26.66666667
1943/5/6,31.66666667,22.77777778,27.22222222
1943/5/7,31.66666667,23.33333333,27.22222222
1943/5/8,32.22222222,23.33333333,27.77777778
1943/5/9,32.22222222,24.44444444,28.33333333
1943/5/10,30.55555556,22.22222222,26.11111111
1943/5/11,30,22.77777778,26.11111111
1943/5/12,31.11111111,22.77777778,26.66666667
1943/5/13,30,22.77777778,26.11111111
1943/5/14,32.77777778,22.22222222,24.44444444
1943/5/15,32.77777778,22.22222222,27.22222222
1943/5/16,30,21.66666667,25.55555556
1943/5/17,33.33333333,22.77777778,27.77777778
1943/5/18,31.66666667,23.33333333,27.22222222
1943/5/19,29.44444444,22.22222222,25.55555556
1943/5/20,30.55555556,23.33333333,26.66666667
1943/5/21,31.11111111,22.77777778,26.66666667
1943/5/22,30.55555556,20.55555556,25.55555556
1943/5/23,28.88888889,22.77777778,25.55555556
1943/5/24,27.77777778,22.22222222,25
1943/5/25,28.88888889,22.22222222,25.55555556
1943/5/26,30,21.66666667,25.55555556
1943/5/27,28.88888889,22.22222222,25.55555556
1943/5/28,29.44444444,22.77777778,26.11111111
1943/5/29,26.66666667,21.11111111,23.88888889
1943/5/30,30,20,25
1943/5/31,29.44444444,22.22222222,25.55555556
1943/6/1,30.55555556,22.77777778,26.66666667
1943/6/2,31.11111111,22.77777778,26.66666667
1943/6/3,31.11111111,22.77777778,26.66666667
1943/6/4,25,20,22.77777778
1943/6/5,30.55555556,20.55555556,25.55555556
1943/6/6,29.44444444,22.77777778,23.33333333
1943/6/7,31.11111111,22.77777778,27.22222222
1943/6/8,28.88888889,22.77777778,26.11111111
1943/6/9,27.22222222,23.88888889,25.55555556
1943/6/10,27.77777778,21.66666667,25
1943/6/11,29.44444444,21.66666667,25.55555556
1943/6/12,30.55555556,21.11111111,26.11111111
1943/6/13,30,22.77777778,26.66666667
1943/6/14,28.88888889,22.22222222,25.55555556
1943/6/15,27.22222222,21.66666667,24.44444444
1943/6/16,25.55555556,21.66666667,23.88888889
1943/6/17,28.33333333,20.55555556,24.44444444
1943/6/18,30,21.66666667,26.11111111
1943/6/19,30,22.22222222,26.11111111
1943/6/20,28.33333333,21.11111111,24.44444444
1943/6/21,27.77777778,21.66666667,24.44444444
1943/6/22,27.77777778,22.77777778,25.55555556
1943/6/23,27.77777778,21.11111111,24.44444444
1943/6/24,27.77777778,21.11111111,24.44444444
1943/6/25,28.33333333,21.11111111,24.44444444
1943/6/26,24.44444444,22.77777778,23.33333333
1943/6/27,26.66666667,21.11111111,23.88888889
1943/6/28,28.33333333,21.11111111,24.44444444
1943/6/29,28.33333333,22.22222222,25.55555556
1943/6/30,26.66666667,22.22222222,24.44444444
1943/7/1,26.66666667,21.66666667,24.44444444
1943/7/2,25.55555556,21.66666667,23.33333333
1943/7/3,23.88888889,21.11111111,22.22222222
1943/7/4,26.11111111,20.55555556,23.33333333
1943/7/5,24.44444444,21.11111111,22.77777778
1943/7/6,28.33333333,26.66666667,27.77777778
1943/7/7,26.66666667,22.22222222,24.44444444
1943/7/8,27.22222222,22.77777778,25
1943/7/9,26.66666667,21.11111111,24.44444444
1943/7/10,26.66666667,20.55555556,23.88888889
1943/7/11,26.11111111,20.55555556,23.33333333
1943/7/12,25.55555556,20.55555556,23.33333333
1943/7/13,27.77777778,22.77777778,25.55555556
1943/7/14,27.22222222,21.11111111,24.44444444
1943/7/15,26.11111111,20.55555556,23.33333333
1943/7/16,28.33333333,21.11111111,24.44444444
1943/7/17,27.22222222,20.55555556,23.88888889
