Date,MaxTemp,MinTemp,MeanTemp
1943/7/18,26.11111111,21.11111111,23.33333333
1943/7/19,26.11111111,20.55555556,23.33333333
1943/7/20,27.22222222,21.11111111,24.44444444
1943/7/21,26.11111111,21.11111111,23.88888889
1943/7/22,25.55555556,21.11111111,23.33333333
1943/7/23,26.66666667,20.55555556,23.88888889
1943/7/24,27.22222222,21.11111111,24.44444444
1943/7/25,26.11111111,20,23.33333333
1943/7/26,25,21.11111111,22.77777778
1943/7/27,23.88888889,21.11111111,22.22222222
1943/7/28,25.55555556,21.66666667,23.33333333
1943/7/29,26.11111111,20.55555556,23.33333333
1943/7/30,26.11111111,20,22.77777778
1943/7/31,23.33333333,21.11111111,22.22222222
1943/8/1,26.11111111,21.11111111,23.88888889
1943/8/2,25.55555556,18.88888889,22.22222222
1943/8/3,24.44444444,20,22.22222222
1943/8/4,25,21.66666667,22.77777778
1943/8/5,26.66666667,20.55555556,23.33333333
1943/8/6,26.66666667,19.44444444,23.33333333
1943/8/7,26.66666667,19.44444444,23.33333333
1943/8/8,24.44444444,21.11111111,22.77777778
1943/8/9,26.66666667,21.66666667,24.44444444
1943/8/10,27.22222222,21.66666667,24.44444444
1943/8/11,25.55555556,19.44444444,22.77777778
1943/8/12,27.22222222,20,23.88888889
1943/8/13,21.11111111,20.55555556,20.55555556
1943/8/14,25.55555556,20,22.77777778
1943/8/15,26.11111111,20.55555556,23.33333333
1943/8/16,28.33333333,21.66666667,25
1943/8/17,27.77777778,20.55555556,24.44444444
1943/8/18,29.44444444,18.88888889,24.44444444
1943/8/19,27.77777778,20.55555556,24.44444444
1943/8/20,27.77777778,18.88888889,23.33333333
1943/8/21,26.66666667,21.11111111,23.88888889
1943/8/22,26.66666667,20.55555556,23.88888889
1943/8/23,27.22222222,21.11111111,24.44444444
1943/8/24,28.33333333,21.11111111,25
1943/8/25,24.44444444,21.11111111,22.77777778
1943/8/26,25,21.66666667,23.33333333
1943/8/27,25.55555556,20,22.77777778
1943/8/28,27.77777778,20.55555556,24.44444444
1943/8/29,26.11111111,21.11111111,23.88888889
1943/8/30,26.11111111,20.55555556,23.33333333
1943/8/31,26.66666667,20.55555556,23.88888889
1943/9/1,26.66666667,20,23.33333333
1943/9/2,25,20,22.77777778
1943/9/3,26.11111111,20.55555556,23.33333333
1943/9/4,27.22222222,20.55555556,23.88888889
1943/9/5,27.77777778,20.55555556,24.44444444
1943/9/6,31.11111111,21.11111111,26.11111111
1943/9/7,27.22222222,18.33333333,25.55555556
1943/9/8,27.22222222,20.55555556,23.88888889
1943/9/9,26.11111111,20.55555556,23.33333333
1943/9/10,27.22222222,22.22222222,24.44444444
1943/9/11,27.77777778,20,23.88888889
1943/9/12,27.22222222,22.22222222,25
1943/9/13,29.44444444,20.55555556,25
1943/9/14,28.88888889,21.11111111,25
1943/9/15,26.66666667,21.11111111,23.88888889
1943/9/16,27.77777778,21.66666667,25
1943/9/17,28.88888889,20.55555556,25
1943/9/18,29.44444444,20.55555556,25
1943/9/19,27.77777778,21.66666667,25
1943/9/20,27.77777778,20.55555556,25
1943/9/21,29.44444444,20.55555556,25
1943/9/22,28.88888889,21.11111111,25
1943/9/23,28.33333333,22.22222222,25.55555556
1943/9/24,28.88888889,23.33333333,26.11111111
1943/9/25,28.88888889,21.11111111,25
1943/9/26,28.88888889,21.11111111,25
1943/9/27,28.88888889,21.66666667,25.55555556
1943/9/28,28.88888889,21.11111111,25
1943/9/29,29.44444444,20.55555556,25
1943/9/30,26.11111111,22.22222222,24.44444444
1943/10/1,28.33333333,22.22222222,25.55555556
1943/10/2,28.33333333,22.77777778,25.55555556
1943/10/3,31.11111111,21.11111111,26.11111111
1943/10/4,26.66666667,22.22222222,24.44444444
1943/10/5,30,21.11111111,25.55555556
1943/10/6,29.44444444,20.55555556,25
1943/10/7,28.88888889,21.11111111,25
1943/10/8,30,22.22222222,24.44444444
1943/10/9,30.55555556,22.77777778,26.66666667
1943/10/10,30,23.33333333,26.66666667
1943/10/11,30,21.66666667,25.55555556
1943/10/12,30,22.77777778,26.11111111
1943/10/13,30.55555556,21.66666667,26.11111111
1943/10/14,31.66666667,21.66666667,26.66666667
1943/10/15,31.66666667,22.77777778,27.77777778
1943/10/16,31.66666667,21.11111111,26.66666667
1943/10/17,32.22222222,22.22222222,27.22222222
1943/10/18,31.66666667,22.77777778,27.22222222
1943/10/19,31.66666667,22.77777778,27.22222222
1943/10/20,31.66666667,21.66666667,26.66666667
1943/10/21,32.22222222,21.66666667,27.22222222
1943/10/22,31.66666667,22.22222222,27.22222222
1943/10/23,31.66666667,22.77777778,27.22222222
1943/10/24,32.77777778,22.22222222,27.77777778
1943/10/25,30,23.88888889,26.66666667
1943/10/26,29.44444444,22.22222222,25.55555556
1943/10/27,31.11111111,22.22222222,26.66666667
1943/10/28,31.11111111,22.22222222,26.66666667
1943/10/29,31.11111111,21.66666667,26.66666667
1943/10/30,31.11111111,23.33333333,27.77777778
1943/10/31,32.22222222,22.77777778,27.77777778
1943/11/1,31.66666667,22.77777778,27.22222222
1943/11/2,31.66666667,23.88888889,27.77777778
1943/11/3,32.22222222,23.33333333,27.77777778
1943/11/4,31.11111111,22.77777778,26.66666667
1943/11/5,29.44444444,22.77777778,26.11111111
1943/11/6,31.66666667,21.66666667,26.66666667
1943/11/7,32.22222222,22.77777778,27.77777778
1943/11/8,32.22222222,22.22222222,27.22222222
1943/11/9,32.22222222,22.77777778,27.22222222
1943/11/10,31.66666667,23.33333333,27.77777778
1943/11/11,31.11111111,23.33333333,27.22222222
1943/11/12,28.88888889,21.66666667,25.55555556
1943/11/13,30,21.66666667,26.11111111
1943/11/14,31.66666667,21.11111111,26.66666667
1943/11/15,31.66666667,21.66666667,26.66666667
1943/11/16,31.11111111,22.22222222,26.66666667
1943/11/17,31.66666667,22.22222222,27.22222222
1943/11/18,31.11111111,22.22222222,26.66666667
1943/11/19,32.22222222,23.88888889,28.33333333
1943/11/20,31.66666667,23.33333333,27.77777778
1943/11/21,32.22222222,23.88888889,27.77777778
1943/11/22,32.22222222,23.33333333,27.77777778
1943/11/23,30,23.33333333,26.66666667
1943/11/24,31.66666667,23.88888889,27.77777778
1943/11/25,30.55555556,23.33333333,27.22222222
1943/11/26,32.77777778,23.33333333,28.33333333
1943/11/27,32.22222222,22.22222222,27.22222222
1943/11/28,31.11111111,21.66666667,26.66666667
1943/11/29,32.77777778,23.33333333,28.33333333
1943/11/30,32.77777778,22.77777778,27.77777778
1943/12/1,31.66666667,22.22222222,26.66666667
1943/12/2,32.77777778,23.33333333,27.77777778
1943/12/3,31.66666667,23.88888889,27.77777778
1943/12/4,32.22222222,24.44444444,28.33333333
1943/12/5,32.22222222,24.44444444,28.33333333
1943/12/6,32.77777778,23.88888889,28.33333333
1943/12/7,33.33333333,23.88888889,28.88888889
1943/12/8,31.11111111,23.33333333,27.22222222
1943/12/9,32.77777778,22.77777778,27.77777778
1943/12/10,32.22222222,23.88888889,27.77777778
1943/12/11,32.77777778,23.88888889,28.33333333
1943/12/12,32.77777778,23.33333333,27.77777778
1943/12/13,32.22222222,23.33333333,27.77777778
1943/12/14,31.11111111,23.33333333,27.22222222
1943/12/15,32.77777778,23.33333333,27.77777778
1943/12/16,32.77777778,23.33333333,27.77777778
1943/12/17,31.66666667,23.33333333,27.77777778
1943/12/18,32.22222222,23.88888889,27.77777778
1943/12/19,32.22222222,23.88888889,27.77777778
1943/12/20,32.77777778,23.88888889,28.33333333
1943/12/21,32.77777778,23.33333333,27.77777778
1943/12/22,33.88888889,23.88888889,28.88888889
1943/12/23,32.77777778,22.77777778,27.77777778
1943/12/24,35,21.11111111,27.77777778
1943/12/25,32.77777778,22.77777778,27.77777778
1943/12/26,32.22222222,23.88888889,27.77777778
1943/12/27,32.22222222,23.88888889,27.77777778
1943/12/28,31.66666667,23.88888889,27.77777778
1943/12/29,29.44444444,22.22222222,25.55555556
1943/12/30,31.66666667,22.22222222,26.66666667
1943/12/31,32.22222222,22.22222222,27.22222222
1944/1/1,32.22222222,22.77777778,27.77777778
1944/1/2,32.22222222,22.77777778,27.77777778
1944/1/3,31.11111111,23.33333333,27.22222222
1944/1/4,31.11111111,23.33333333,27.22222222
1944/1/5,31.11111111,23.33333333,27.22222222
1944/1/6,27.22222222,22.77777778,25
1944/1/7,30.55555556,22.22222222,26.66666667
1944/1/8,32.22222222,22.77777778,27.77777778
1944/1/9,32.77777778,22.22222222,27.77777778
1944/1/10,32.77777778,22.77777778,27.77777778
1944/1/11,32.77777778,23.33333333,27.77777778
1944/1/12,31.66666667,24.44444444,27.77777778
1944/1/13,30,23.33333333,26.66666667
1944/1/14,30,21.66666667,25.55555556
1944/1/15,31.11111111,22.22222222,26.66666667
1944/1/16,31.66666667,22.77777778,27.22222222
1944/1/17,32.22222222,23.33333333,27.77777778
1944/1/18,32.22222222,23.33333333,27.77777778
1944/1/19,32.22222222,23.88888889,27.77777778
1944/1/20,32.22222222,23.33333333,27.77777778
1944/1/21,32.22222222,24.44444444,28.33333333
1944/1/22,33.33333333,23.33333333,28.33333333
1944/1/23,33.33333333,23.33333333,28.33333333
1944/1/24,33.33333333,21.66666667,27.77777778
1944/1/25,33.88888889,21.11111111,27.77777778
1944/1/26,32.22222222,21.11111111,26.66666667
1944/1/27,32.77777778,22.22222222,27.77777778
1944/1/28,31.66666667,22.77777778,27.22222222
1944/1/29,31.11111111,24.44444444,27.77777778
1944/1/30,31.11111111,24.44444444,27.77777778
1944/1/31,31.66666667,23.33333333,27.77777778
1944/2/1,30.55555556,23.33333333,26.66666667
1944/2/3,33.33333333,22.22222222,27.77777778
1944/2/4,32.77777778,20.55555556,26.66666667
1944/2/5,32.22222222,23.88888889,27.77777778
1944/2/6,33.33333333,23.88888889,28.88888889
1944/2/7,32.22222222,24.44444444,28.33333333
1944/2/8,32.22222222,24.44444444,28.33333333
1944/2/9,32.77777778,23.33333333,27.77777778
1944/2/10,33.33333333,24.44444444,28.88888889
1944/2/11,32.22222222,25,28.88888889
1944/2/12,32.77777778,24.44444444,28.88888889
1944/2/13,32.22222222,25,28.88888889
1944/2/14,31.66666667,24.44444444,27.77777778
1944/2/15,31.66666667,22.77777778,27.22222222
1944/2/16,32.22222222,22.22222222,27.22222222
1944/2/17,28.88888889,22.77777778,25.55555556
1944/2/18,32.22222222,22.22222222,27.22222222
1944/2/19,32.77777778,24.44444444,28.88888889
1944/2/20,31.66666667,24.44444444,27.77777778
1944/2/21,31.66666667,24.44444444,27.77777778
1944/2/22,31.66666667,22.22222222,26.66666667
1944/2/23,31.66666667,23.88888889,27.77777778
1944/2/24,31.66666667,23.88888889,27.77777778
1944/2/25,31.66666667,22.22222222,26.66666667
1944/2/26,31.66666667,22.77777778,27.22222222
1944/2/27,31.66666667,23.33333333,27.77777778
1944/2/28,33.33333333,22.22222222,27.77777778
1944/2/29,31.66666667,23.88888889,27.77777778
1944/3/1,32.77777778,23.33333333,27.77777778
1944/3/2,32.77777778,23.33333333,27.77777778
1944/3/3,31.66666667,20.55555556,26.11111111
1944/3/4,32.22222222,23.33333333,27.77777778
1944/3/5,32.22222222,21.66666667,26.66666667
1944/3/6,32.22222222,22.77777778,27.77777778
1944/3/7,32.77777778,22.22222222,27.77777778
1944/3/8,31.11111111,22.22222222,26.66666667
1944/3/9,31.66666667,23.88888889,27.77777778
1944/3/10,32.22222222,23.88888889,27.77777778
1944/3/11,33.33333333,23.33333333,28.33333333
1944/3/12,33.33333333,23.88888889,28.88888889
1944/3/13,33.33333333,22.22222222,27.77777778
1944/3/14,32.22222222,22.22222222,27.22222222
1944/3/15,32.22222222,23.33333333,27.77777778
1944/3/16,30.55555556,21.11111111,25.55555556
1944/3/17,32.22222222,22.22222222,27.22222222
1944/3/18,33.33333333,19.44444444,26.66666667
1944/3/19,32.77777778,20.55555556,26.66666667
1944/3/20,33.33333333,22.22222222,27.77777778
1944/3/21,31.66666667,21.66666667,26.66666667
1944/3/22,32.77777778,22.22222222,27.77777778
1944/3/23,29.44444444,20.55555556,25
1944/3/24,31.66666667,22.22222222,26.66666667
1944/3/25,31.66666667,22.77777778,27.22222222
1944/3/26,31.66666667,22.77777778,27.22222222
1944/3/27,32.77777778,22.22222222,27.77777778
1944/3/28,32.22222222,23.33333333,27.77777778
1944/3/29,32.22222222,22.77777778,27.77777778
1944/3/30,33.33333333,23.88888889,28.88888889
1944/3/31,33.33333333,23.88888889,28.88888889
1944/4/1,29.44444444,21.11111111,25.55555556
1944/4/2,32.22222222,22.77777778,27.77777778
1944/4/3,32.77777778,23.33333333,27.77777778
1944/4/4,33.33333333,23.88888889,28.88888889
1944/4/5,33.88888889,24.44444444,28.88888889
1944/4/6,32.22222222,23.33333333,27.77777778
1944/4/7,33.33333333,23.88888889,28.88888889
1944/4/8,33.33333333,23.88888889,28.88888889
1944/4/9,34.44444444,23.88888889,28.88888889
1944/4/10,34.44444444,23.88888889,28.88888889
1944/4/11,33.88888889,23.33333333,28.88888889
1944/4/12,33.88888889,23.88888889,28.88888889
1944/4/13,33.33333333,24.44444444,28.88888889
1944/4/14,35.55555556,25,30
1944/4/15,35,24.44444444,30
1944/4/16,31.66666667,25.55555556,28.88888889
1944/4/17,33.33333333,23.33333333,28.33333333
1944/4/18,31.66666667,23.88888889,27.77777778
1944/4/19,33.88888889,22.22222222,27.77777778
1944/4/20,34.44444444,23.33333333,28.88888889
1944/4/21,35,25,30
1944/4/22,33.33333333,26.66666667,30
1944/4/23,34.44444444,23.88888889,28.88888889
1944/4/24,35,23.33333333,28.88888889
1944/4/25,33.33333333,23.33333333,28.33333333
1944/4/26,28.33333333,23.33333333,25.55555556
1944/4/27,33.88888889,24.44444444,28.88888889
1944/4/28,33.33333333,24.44444444,28.88888889
1944/4/29,32.77777778,23.88888889,28.33333333
1944/4/30,32.77777778,23.88888889,28.33333333
1944/5/1,33.33333333,22.77777778,27.77777778
1944/5/2,26.66666667,22.22222222,26.66666667
1944/5/3,32.77777778,23.88888889,28.33333333
1944/5/4,33.33333333,22.22222222,27.77777778
1944/5/5,34.44444444,26.66666667,30.55555556
1944/5/6,35,25.55555556,30
1944/5/7,34.44444444,25.55555556,30
1944/5/8,34.44444444,25.55555556,30
1944/5/9,30.55555556,22.77777778,26.66666667
1944/5/10,31.11111111,24.44444444,27.77777778
1944/5/11,32.22222222,25.55555556,28.88888889
1944/5/12,33.33333333,24.44444444,28.88888889
1944/5/13,34.44444444,25.55555556,30
1944/5/14,32.77777778,23.33333333,27.77777778
1944/5/15,32.77777778,22.77777778,27.77777778
1944/5/16,27.77777778,21.11111111,24.44444444
1944/5/17,31.66666667,23.33333333,27.77777778
1944/5/18,33.33333333,24.44444444,28.88888889
1944/5/19,33.33333333,25,28.88888889
1944/5/20,31.11111111,22.77777778,26.66666667
1944/5/21,29.44444444,23.88888889,26.66666667
1944/5/22,31.11111111,23.33333333,27.22222222
1944/5/23,31.66666667,23.88888889,27.77777778
1944/5/24,32.77777778,24.44444444,28.88888889
1944/5/25,32.77777778,24.44444444,28.88888889
1944/5/26,32.22222222,22.77777778,27.77777778
1944/5/27,33.33333333,24.44444444,28.88888889
1944/5/28,31.66666667,23.33333333,27.77777778
1944/5/29,31.11111111,22.22222222,26.66666667
1944/5/30,31.66666667,22.22222222,26.66666667
1944/5/31,30.55555556,21.11111111,25.55555556
1944/6/1,32.22222222,22.77777778,27.77777778
1944/6/2,31.66666667,23.88888889,27.77777778
1944/6/3,31.66666667,24.44444444,27.77777778
1944/6/4,30.55555556,24.44444444,27.77777778
1944/6/5,32.77777778,23.33333333,27.77777778
1944/6/6,32.22222222,23.88888889,27.77777778
1944/6/7,28.88888889,23.88888889,26.66666667
1944/6/8,31.66666667,23.88888889,27.77777778
1944/6/9,31.66666667,21.11111111,26.66666667
1944/6/10,31.11111111,21.11111111,26.11111111
1944/6/11,31.11111111,23.88888889,27.77777778
1944/6/12,30,20.55555556,25.55555556
1944/6/13,28.33333333,21.11111111,24.44444444
1944/6/14,28.33333333,21.66666667,25
1944/6/15,31.66666667,22.22222222,26.66666667
1944/6/16,31.66666667,23.33333333,27.77777778
1944/6/17,25.55555556,22.77777778,24.44444444
1944/6/18,27.77777778,23.33333333,25.55555556
1944/6/19,30,22.22222222,26.11111111
1944/6/20,27.77777778,22.22222222,25
1944/6/21,29.44444444,22.22222222,25.55555556
1944/6/22,25.55555556,22.22222222,23.88888889
1944/6/23,30,22.22222222,26.11111111
1944/6/24,31.66666667,22.22222222,26.66666667
1944/6/25,30,23.88888889,26.66666667
1944/6/26,30,22.77777778,26.66666667
1944/6/27,30.55555556,23.33333333,26.66666667
1944/6/28,29.44444444,22.77777778,26.11111111
1944/6/29,29.44444444,21.66666667,25.55555556
1944/6/30,30,22.77777778,26.66666667
1944/7/1,29.44444444,21.66666667,25.55555556
1944/7/2,28.88888889,22.22222222,25.55555556
1944/7/3,29.44444444,21.66666667,25.55555556
1944/7/4,30,22.22222222,26.11111111
1944/7/5,29.44444444,22.22222222,25.55555556
1944/7/6,29.44444444,23.88888889,26.66666667
1944/7/7,29.44444444,22.77777778,26.11111111
1944/7/8,28.33333333,21.66666667,25
1944/7/9,30,22.77777778,26.66666667
1944/7/10,27.77777778,20,23.88888889
1944/7/11,27.22222222,20,23.33333333
1944/7/12,27.77777778,22.22222222,25
1944/7/13,28.33333333,23.33333333,25.55555556
1944/7/14,28.33333333,21.66666667,25
1944/7/15,28.88888889,20.55555556,24.44444444
1944/7/16,29.44444444,21.66666667,25.55555556
1944/7/17,30,21.11111111,25.55555556
1944/7/18,29.44444444,22.22222222,25.55555556
1944/7/19,30,21.66666667,25.55555556
1944/7/20,29.44444444,21.66666667,25.55555556
1944/7/21,29.44444444,21.66666667,25.55555556
1944/7/22,28.33333333,22.77777778,25.55555556
1944/7/23,28.88888889,23.33333333,26.11111111
1944/7/24,30,21.66666667,25.55555556
1944/7/25,30.55555556,22.22222222,26.66666667
1944/7/26,28.88888889,23.33333333,26.11111111
1944/7/27,28.33333333,22.77777778,25.55555556
1944/7/28,28.33333333,22.77777778,25.55555556
1944/7/29,29.44444444,22.22222222,25.55555556
1944/7/30,28.88888889,22.77777778,25.55555556
1944/7/31,25,21.66666667,23.33333333
1944/8/1,27.22222222,22.22222222,24.44444444
1944/8/2,28.33333333,21.11111111,24.44444444
1944/8/3,27.22222222,22.22222222,24.44444444
1944/8/4,27.22222222,21.66666667,24.44444444
1944/8/5,27.77777778,21.11111111,24.44444444
1944/8/6,28.33333333,20.55555556,24.44444444
1944/8/7,29.44444444,20.55555556,25
1944/8/8,28.33333333,21.66666667,25
1944/8/9,27.77777778,21.11111111,24.44444444
